timestamp_ns,image_filename,range_center_m,aruco_x_norm,cmd_linear_x,cmd_angular_z
1774908620505397580,1774908620505397580.png,nan,0.0,0.0,0.0
1774908620587743284,1774908620587743284.png,nan,0.0,0.0,0.0
1774908620682736006,1774908620682736006.png,nan,0.0,0.0,0.0
1774908620827168099,1774908620827168099.png,nan,0.0,0.0,0.0
1774908620990222802,1774908620990222802.png,nan,0.0,0.0,0.0
1774908621141684561,1774908621141684561.png,nan,0.0,0.0,0.0
1774908621273544450,1774908621273544450.png,nan,0.0,0.0,0.0
1774908621386332228,1774908621386332228.png,nan,0.0,0.0,0.0
1774908621502030006,1774908621502030006.png,nan,0.0,0.0,0.0
1774908621583909839,1774908621583909839.png,nan,0.0,0.0,0.0
1774908621622525746,1774908621622525746.png,nan,0.0,0.0,0.0
1774908621728353339,1774908621728353339.png,nan,0.0,0.0,0.0
1774908621745130505,1774908621745130505.png,nan,0.0,0.0,0.0
1774908621853913135,1774908621853913135.png,nan,0.0,0.0,0.0
1774908621964818635,1774908621964818635.png,nan,0.0,0.0,0.0
1774908622027626561,1774908622027626561.png,nan,0.0,0.0,0.0
1774908622107612542,1774908622107612542.png,nan,0.0,0.0,0.0
1774908622239755857,1774908622239755857.png,nan,0.0,0.0,0.0
1774908622374529116,1774908622374529116.png,nan,0.0,0.0,0.0
1774908622464929375,1774908622464929375.png,nan,0.0,0.0,0.0
1774908622543856616,1774908622543856616.png,nan,0.0,0.0,0.0
1774908622598112486,1774908622598112486.png,nan,0.0,0.0,0.0
1774908622655388190,1774908622655388190.png,nan,0.0,0.0,0.0
1774908622719097190,1774908622719097190.png,nan,0.0,0.0,0.0
1774908622825404079,1774908622825404079.png,nan,0.0,0.0,0.0
1774908622978801449,1774908622978801449.png,nan,0.0,0.0,0.0
1774908623112739153,1774908623112739153.png,nan,0.0,0.0,0.0
1774908623225184968,1774908623225184968.png,nan,0.0,0.0,0.0
1774908623281180227,1774908623281180227.png,nan,0.0,0.0,0.0
1774908623369330560,1774908623369330560.png,nan,0.0,0.0,0.0
1774908623464579412,1774908623464579412.png,nan,0.0,0.0,0.0
1774908623525881690,1774908623525881690.png,nan,0.0,0.0,0.0
1774908623677621597,1774908623677621597.png,nan,0.0,0.0,0.0
1774908623752121967,1774908623752121967.png,nan,0.0,0.0,0.0
1774908623820996875,1774908623820996875.png,nan,0.0,0.0,0.0
1774908623914652375,1774908623914652375.png,nan,0.0,0.0,0.0
1774908623931688726,1774908623931688726.png,nan,0.0,0.0,0.0
1774908624091631467,1774908624091631467.png,nan,0.0,0.0,0.0
1774908624128069226,1774908624128069226.png,nan,0.0,0.0,0.0
1774908624251903708,1774908624251903708.png,nan,0.0,0.0,0.0
1774908624299246504,1774908624299246504.png,nan,0.0,0.0,0.0
1774908624423787559,1774908624423787559.png,nan,0.0,0.0,0.0
1774908624572401022,1774908624572401022.png,nan,0.0,0.0,0.0
1774908624726529893,1774908624726529893.png,nan,0.0,0.0,0.0
1774908624842933707,1774908624842933707.png,nan,0.0,0.0,0.0
1774908624905096781,1774908624905096781.png,nan,0.0,0.0,0.0
1774908625025947207,1774908625025947207.png,nan,0.0,0.0,0.0
1774908625065205448,1774908625065205448.png,nan,0.0,0.0,0.0
1774908625180267152,1774908625180267152.png,nan,0.0,0.0,0.0
1774908625224611966,1774908625224611966.png,nan,0.0,0.0,0.0
1774908625259072763,1774908625259072763.png,nan,0.0,0.0,0.0
1774908625378483577,1774908625378483577.png,nan,0.0,0.0,0.0
1774908625459058262,1774908625459058262.png,nan,0.0,0.0,0.0
1774908625553589188,1774908625553589188.png,nan,0.0,0.0,0.0
1774908625645365448,1774908625645365448.png,nan,0.0,0.0,0.0
1774908625743407596,1774908625743407596.png,nan,0.0,0.0,0.0
1774908625802370484,1774908625802370484.png,nan,0.0,0.0,0.0
1774908625905148281,1774908625905148281.png,nan,0.0,0.0,0.0
1774908625953302207,1774908625953302207.png,nan,0.0,0.0,0.0
1774908626075051984,1774908626075051984.png,nan,0.0,0.0,0.0
1774908626158659132,1774908626158659132.png,nan,0.0,0.0,0.0
1774908626193176466,1774908626193176466.png,nan,0.0,0.0,0.0
1774908626245625540,1774908626245625540.png,nan,0.0,0.0,0.0
1774908626320680410,1774908626320680410.png,nan,0.0,0.0,0.0
1774908626348412688,1774908626348412688.png,nan,0.0,0.0,0.0
1774908626460947021,1774908626460947021.png,nan,0.0,0.0,0.0
1774908626572904762,1774908626572904762.png,nan,0.0,0.0,0.0
1774908626707724780,1774908626707724780.png,nan,0.0,0.0,0.0
1774908626781352725,1774908626781352725.png,nan,0.0,0.0,0.0
1774908626858353799,1774908626858353799.png,nan,0.0,0.0,0.0
1774908626916959428,1774908626916959428.png,nan,0.0,0.0,0.0
1774908626961218336,1774908626961218336.png,nan,0.0,0.0,0.0
1774908627000927687,1774908627000927687.png,nan,0.0,0.0,0.0
1774908627015709576,1774908627015709576.png,nan,0.0,0.0,0.0
1774908627083838076,1774908627083838076.png,nan,0.0,0.0,0.0
1774908627150844576,1774908627150844576.png,nan,0.0,0.0,0.0
1774908627204649521,1774908627204649521.png,nan,0.0,0.0,0.0
1774908627299680872,1774908627299680872.png,nan,0.0,0.0,0.0
1774908627464905058,1774908627464905058.png,nan,0.0,0.0,0.0
1774908627520851817,1774908627520851817.png,nan,0.0,0.0,0.0
1774908627614498483,1774908627614498483.png,nan,0.0,0.0,0.0
1774908627678739261,1774908627678739261.png,nan,0.0,0.0,0.0
1774908627748336724,1774908627748336724.png,nan,0.0,0.0,0.0
1774908627774875520,1774908627774875520.png,nan,0.0,0.0,0.0
1774908627887237483,1774908627887237483.png,nan,0.0,0.0,0.0
1774908627901350798,1774908627901350798.png,nan,0.0,0.0,0.0
1774908627993515057,1774908627993515057.png,nan,0.0,0.0,0.0
1774908628077378891,1774908628077378891.png,nan,0.0,0.0,0.0
1774908628191561613,1774908628191561613.png,nan,0.0,0.0,0.0
1774908628212947298,1774908628212947298.png,nan,0.0,0.0,0.0
1774908628327941242,1774908628327941242.png,nan,0.0,0.0,0.0
1774908628351043261,1774908628351043261.png,nan,0.0,0.0,0.0
1774908628413879131,1774908628413879131.png,nan,0.0,0.0,0.0
1774908628470234798,1774908628470234798.png,nan,0.0,0.0,0.0
1774908628603438872,1774908628603438872.png,nan,0.0,0.0,0.0
1774908628647387612,1774908628647387612.png,nan,0.0,0.0,0.0
1774908628729580186,1774908628729580186.png,nan,0.0,0.0,0.0
1774908628780894260,1774908628780894260.png,nan,0.0,0.0,0.0
1774908628836819168,1774908628836819168.png,nan,0.0,0.0,0.0
1774908628884704797,1774908628884704797.png,nan,0.0,0.0,0.0
1774908629038731168,1774908629038731168.png,nan,0.0,0.0,0.0
1774908629121282871,1774908629121282871.png,nan,0.0,0.0,0.0
1774908629218041260,1774908629218041260.png,nan,0.0,0.0,0.0
1774908629303071390,1774908629303071390.png,nan,0.0,0.0,0.0
1774908629426039575,1774908629426039575.png,nan,0.0,0.0,0.0
1774908629455327982,1774908629455327982.png,nan,0.0,0.0,0.0
1774908629531616908,1774908629531616908.png,nan,0.0,0.0,0.0
1774908629660173890,1774908629660173890.png,nan,0.0,0.0,0.0
1774908629724547315,1774908629724547315.png,nan,0.0,0.0,0.0
1774908629877746889,1774908629877746889.png,nan,0.0,0.0,0.0
1774908629931725426,1774908629931725426.png,nan,0.0,0.0,0.0
1774908629968814038,1774908629968814038.png,nan,0.0,0.0,0.0
1774908630064854278,1774908630064854278.png,nan,0.0,0.0,0.0
1774908630093847482,1774908630093847482.png,nan,0.0,0.0,0.0
1774908630160601389,1774908630160601389.png,nan,0.0,0.0,0.0
1774908630202417000,1774908630202417000.png,nan,0.0,0.0,0.0
1774908630239240186,1774908630239240186.png,nan,0.0,0.0,0.0
1774908630317028611,1774908630317028611.png,nan,0.0,0.0,0.0
