timestamp_ns,image_filename,range_center_m,aruco_x_norm,cmd_linear_x,cmd_angular_z
1774908747687896930,1774908747687896930.png,nan,nan,0.0,0.0
1774908747837011393,1774908747837011393.png,nan,0.0,0.0,0.0
1774908747858858171,1774908747858858171.png,nan,0.0,0.0,0.0
1774908747959307726,1774908747959307726.png,nan,0.0,0.0,0.0
1774908748033964523,1774908748033964523.png,nan,0.0,0.0,0.0
1774908748214113541,1774908748214113541.png,nan,0.0,0.0,0.0
1774908748445124430,1774908748445124430.png,nan,0.0,0.0,0.0
1774908748488869485,1774908748488869485.png,nan,0.0,0.0,0.0
1774908748610007782,1774908748610007782.png,nan,0.0,0.0,0.0
1774908748646067652,1774908748646067652.png,nan,0.0,0.0,0.0
1774908748725524541,1774908748725524541.png,nan,0.0,0.0,0.0
1774908748861062782,1774908748861062782.png,nan,0.0,0.0,0.0
1774908748995628689,1774908748995628689.png,nan,0.0,0.0,0.0
1774908749052123689,1774908749052123689.png,nan,0.0,0.0,0.0
1774908749119667263,1774908749119667263.png,nan,0.0,0.0,0.0
1774908749174197392,1774908749174197392.png,nan,0.0,0.0,0.0
1774908749253585874,1774908749253585874.png,nan,0.0,0.0,0.0
1774908749399510300,1774908749399510300.png,nan,0.0,0.0,0.0
1774908749499157781,1774908749499157781.png,nan,0.0,0.0,0.0
1774908749580390151,1774908749580390151.png,nan,0.0,0.0,0.0
1774908749657186596,1774908749657186596.png,nan,0.0,0.0,0.0
1774908749787970040,1774908749787970040.png,nan,0.0,0.0,0.0
1774908749822847762,1774908749822847762.png,nan,0.0,0.0,0.0
1774908749983753410,1774908749983753410.png,nan,0.0,0.0,0.0
1774908750044014892,1774908750044014892.png,nan,0.0,0.0,0.0
1774908750081994244,1774908750081994244.png,nan,0.0,0.0,0.0
1774908750178288781,1774908750178288781.png,nan,0.0,0.0,0.0
1774908750263027466,1774908750263027466.png,nan,0.0,0.0,0.0
1774908750503304114,1774908750503304114.png,nan,0.0,0.0,0.0
1774908750556345780,1774908750556345780.png,nan,0.0,0.0,0.0
1774908750660913521,1774908750660913521.png,nan,0.0,0.0,0.0
1774908750705372114,1774908750705372114.png,nan,0.0,0.0,0.0
1774908750755104003,1774908750755104003.png,nan,0.0,0.0,0.0
1774908750882981040,1774908750882981040.png,nan,0.0,0.0,0.0
1774908750974116632,1774908750974116632.png,nan,0.0,0.0,0.0
1774908750990327762,1774908750990327762.png,nan,0.0,0.0,0.0
1774908751099701688,1774908751099701688.png,nan,0.0,0.0,0.0
1774908751137266743,1774908751137266743.png,nan,0.0,0.0,0.0
1774908751174209965,1774908751174209965.png,nan,0.0,0.0,0.0
1774908751255509799,1774908751255509799.png,nan,0.0,0.0,0.0
1774908751287790687,1774908751287790687.png,nan,0.0,0.0,0.0
1774908751344121632,1774908751344121632.png,nan,0.0,0.0,0.0
1774908751433764484,1774908751433764484.png,nan,0.0,0.0,0.0
1774908751522486873,1774908751522486873.png,nan,0.0,0.0,0.0
1774908751601873928,1774908751601873928.png,nan,0.0,0.0,0.0
1774908751688255280,1774908751688255280.png,nan,0.0,0.0,0.0
1774908751888014632,1774908751888014632.png,nan,0.0,0.0,0.0
1774908751917966724,1774908751917966724.png,nan,0.0,0.0,0.0
1774908752032269798,1774908752032269798.png,nan,0.0,0.0,0.0
1774908752124898002,1774908752124898002.png,nan,0.0,0.0,0.0
1774908752163401724,1774908752163401724.png,nan,0.0,0.0,0.0
1774908752365576316,1774908752365576316.png,nan,0.0,0.0,0.0
1774908752425513372,1774908752425513372.png,nan,0.0,0.0,0.0
1774908752542385724,1774908752542385724.png,nan,0.0,0.0,0.0
1774908752601287594,1774908752601287594.png,nan,0.0,0.0,0.0
1774908752633858613,1774908752633858613.png,nan,0.0,0.0,0.0
1774908752726967094,1774908752726967094.png,nan,0.0,0.0,0.0
1774908752787210983,1774908752787210983.png,nan,0.0,0.0,0.0
1774908752929752224,1774908752929752224.png,nan,0.0,0.0,0.0
1774908753002781890,1774908753002781890.png,nan,0.0,0.0,0.0
1774908753078323483,1774908753078323483.png,nan,0.0,0.0,0.0
1774908753178063390,1774908753178063390.png,nan,0.0,0.0,0.0
1774908753210331797,1774908753210331797.png,nan,0.0,0.0,0.0
1774908753255501409,1774908753255501409.png,nan,0.0,0.0,0.0
1774908753393314538,1774908753393314538.png,nan,0.0,0.0,0.0
1774908753454558094,1774908753454558094.png,nan,0.0,0.0,0.0
1774908753567336242,1774908753567336242.png,nan,0.0,0.0,0.0
1774908753692233908,1774908753692233908.png,nan,0.0,0.0,0.0
1774908753747954093,1774908753747954093.png,nan,0.0,0.0,0.0
1774908753776664705,1774908753776664705.png,nan,0.0,0.0,0.0
1774908753922301927,1774908753922301927.png,nan,0.0,0.0,0.0
1774908753993920445,1774908753993920445.png,nan,0.0,0.0,0.0
1774908754141950630,1774908754141950630.png,nan,0.0,0.0,0.0
1774908754245693001,1774908754245693001.png,nan,0.0,0.0,0.0
1774908754326510352,1774908754326510352.png,nan,0.0,0.0,0.0
1774908754434795334,1774908754434795334.png,nan,0.0,0.0,0.0
1774908754567724204,1774908754567724204.png,nan,0.0,0.0,0.0
1774908754665657130,1774908754665657130.png,nan,0.0,0.0,0.0
1774908754736591463,1774908754736591463.png,nan,0.0,0.0,0.0
1774908754854226556,1774908754854226556.png,nan,0.0,0.0,0.0
1774908754873616741,1774908754873616741.png,nan,0.0,0.0,0.0
1774908754938971704,1774908754938971704.png,nan,0.0,0.0,0.0
1774908754961499074,1774908754961499074.png,nan,0.0,0.0,0.0
1774908755033042556,1774908755033042556.png,nan,0.0,0.0,0.0
1774908755173838741,1774908755173838741.png,nan,0.0,0.0,0.0
1774908755316228963,1774908755316228963.png,nan,0.0,0.0,0.0
1774908755467209222,1774908755467209222.png,nan,0.0,0.0,0.0
1774908755482818648,1774908755482818648.png,nan,0.0,0.0,0.0
1774908755551411148,1774908755551411148.png,nan,0.0,0.0,0.0
1774908755641489222,1774908755641489222.png,nan,0.0,0.0,0.0
1774908755725481111,1774908755725481111.png,nan,0.0,0.0,0.0
1774908755774423907,1774908755774423907.png,nan,0.0,0.0,0.0
1774908755845550722,1774908755845550722.png,nan,0.0,0.0,0.0
1774908755994265518,1774908755994265518.png,nan,0.0,0.0,0.0
1774908756054144351,1774908756054144351.png,nan,0.0,0.0,0.0
1774908756180813536,1774908756180813536.png,nan,0.0,0.0,0.0
1774908756232256610,1774908756232256610.png,nan,0.0,0.0,0.0
1774908756258769555,1774908756258769555.png,nan,0.0,0.0,0.0
1774908756286525759,1774908756286525759.png,nan,0.0,0.0,0.0
1774908756386706277,1774908756386706277.png,nan,0.0,0.0,0.0
1774908756418784592,1774908756418784592.png,nan,0.0,0.0,0.0
1774908756518769666,1774908756518769666.png,nan,0.0,0.0,0.0
1774908756729876018,1774908756729876018.png,nan,0.0,0.0,0.0
1774908756801255703,1774908756801255703.png,nan,0.0,0.0,0.0
1774908756821541499,1774908756821541499.png,nan,0.0,0.0,0.0
1774908756939369573,1774908756939369573.png,nan,0.0,0.0,0.0
1774908757052414258,1774908757052414258.png,nan,0.0,0.0,0.0
1774908757083886110,1774908757083886110.png,nan,0.0,0.0,0.0
1774908757213892536,1774908757213892536.png,nan,0.0,0.0,0.0
1774908757379277406,1774908757379277406.png,nan,0.0,0.0,0.0
1774908757403098369,1774908757403098369.png,nan,0.0,0.0,0.0
1774908757504024313,1774908757504024313.png,nan,0.0,0.0,0.0
1774908757571677443,1774908757571677443.png,nan,0.0,0.0,0.0
1774908757612359999,1774908757612359999.png,nan,0.0,0.0,0.0
1774908757654682184,1774908757654682184.png,nan,0.0,0.0,0.0
1774908757854017480,1774908757854017480.png,nan,0.0,0.0,0.0
1774908757885524998,1774908757885524998.png,nan,0.0,0.0,0.0
1774908757980072832,1774908757980072832.png,nan,0.0,0.0,0.0
1774908758090634683,1774908758090634683.png,nan,0.0,0.0,0.0
1774908758135675794,1774908758135675794.png,nan,0.0,0.0,0.0
1774908758193865924,1774908758193865924.png,nan,0.0,0.0,0.0
1774908758301698850,1774908758301698850.png,nan,0.0,0.0,0.0
1774908758357748554,1774908758357748554.png,nan,0.0,0.0,0.0
1774908758446542091,1774908758446542091.png,nan,0.0,0.0,0.0
1774908758613694628,1774908758613694628.png,nan,0.0,0.0,0.0
1774908758765088090,1774908758765088090.png,nan,0.0,0.0,0.0
1774908758863289516,1774908758863289516.png,nan,0.0,0.0,0.0
1774908759013408053,1774908759013408053.png,nan,0.0,0.0,0.0
1774908759146770479,1774908759146770479.png,nan,0.0,0.0,0.0
1774908759184827201,1774908759184827201.png,nan,0.0,0.0,0.0
1774908759236723794,1774908759236723794.png,nan,0.0,0.0,0.0
1774908759339410460,1774908759339410460.png,nan,0.0,0.0,0.0
1774908759421367886,1774908759421367886.png,nan,0.0,0.0,0.0
1774908759487819146,1774908759487819146.png,nan,0.0,0.0,0.0
1774908759604859460,1774908759604859460.png,nan,0.0,0.0,0.0
1774908759691617442,1774908759691617442.png,nan,0.0,0.0,0.0
1774908759790920034,1774908759790920034.png,nan,0.0,0.0,0.0
1774908759892296830,1774908759892296830.png,nan,0.0,0.0,0.0
1774908759973413830,1774908759973413830.png,nan,0.0,0.0,0.0
1774908760032233997,1774908760032233997.png,nan,0.0,0.0,0.0
1774908760230881460,1774908760230881460.png,nan,0.0,0.0,0.0
1774908760344784108,1774908760344784108.png,nan,0.0,0.0,0.0
1774908760423236089,1774908760423236089.png,nan,0.0,0.0,0.0
1774908760462233663,1774908760462233663.png,nan,0.0,0.0,0.0
1774908760519171775,1774908760519171775.png,nan,0.0,0.0,0.0
1774908760726181219,1774908760726181219.png,nan,0.0,0.0,0.0
1774908760801031126,1774908760801031126.png,nan,0.0,0.0,0.0
